headword,pos,CEFR
fortnight,noun,B1
fortunate,adjective,B1
fortunately,adverb,A2
fortune,noun,A2
forty,number,A1
forward,adverb,A2
forwards,adverb,A2
foul,adjective,B2
found,verb,B2
foundation,noun,B1
fountain,noun,B1
four,number,A1
fourteen,number,A1
fox,noun,B2
fragment,noun,B1
fragrance,noun,B2
frame,noun,A2
frame,verb,B2
frank,adjective,A2
frankly,adverb,B2
frantically,adverb,B2
fraud,noun,B2
freak,verb,B2
free,adjective,A1
free,adverb,A2
free,verb,B2
freedom,noun,A2
freely,adverb,B1
freeze,verb,A2
freezer,noun,B1
freezing,adjective,B1
frequency,noun,B1
frequent,adjective,B1
frequently,adverb,B1
fresh,adjective,A2
freshman,noun,B1
Friday,noun,A1
fridge,noun,A2
fried,adjective,A2
friend,noun,A1
friendliness,noun,B1
friendly,adjective,B2
friendship,noun,A2
frigate,noun,B2
fright,noun,B1
frighten,verb,A2
frightened,adjective,A2
frightening,adjective,A2
frog,noun,A1
from,preposition,A1
front,adjective,A1
front,noun,A2
frontier,noun,B2
frost,noun,B1
frozen,adjective,B1
frugal,adjective,B2
fruit,noun,A1
frustrated,adjective,B1
frustration,noun,B1
fry,noun,A2
fry,verb,B1
frying pan,noun,B1
fuel,noun,B1
fulfil,verb,B2
fulfill,verb,B2
full,adjective,A1
full stop,noun,B1
full-time,adjective,B1
full-time,adverb,B1
fully,adverb,A2
fume,noun,B2
fun,adjective,A1
fun,noun,A1
function,noun,B1
function,verb,A2
functional,adjective,B2
functionality,noun,B2
fund,noun,B1
fund,verb,B1
fundamental,adjective,B2
funeral,noun,B1
funk,noun,B2
funky,adjective,B2
funny,adjective,A1
fur,noun,B1
furious,adjective,B2
furiously,adverb,B2
furnish,verb,B1
furniture,noun,A2
furor,noun,B2
furore,noun,B2
further,adjective,A2
further,adverb,B1
furthermore,adverb,B1
furthest,adverb,B1
fuss,noun,B1
future,adjective,B1
future,noun,A1
gaiety,noun,B2
gain,noun,B1
gain,verb,B1
gall,noun,B1
gallery,noun,A2
gallon,noun,B1
gambling,noun,B2
game,noun,A1
gang,noun,B2
gangster,noun,B2
gaol,noun,B1
gap,noun,B1
garage,noun,A2
garbage,noun,A1
garden,noun,A1
gardener,noun,B2
gardening,noun,B1
garlic,noun,A2
garment,noun,B1
gas,noun,A2
gasp,noun,B2
gate,noun,A2
gateway,noun,B2
gather,verb,A2
gaudy,adjective,B2
gay,adjective,B1
gaze,noun,B2
gear,noun,B2
gee,interjection,B1
gender,noun,A2
gene,noun,B1
general,adjective,B1
general,noun,B1
generalisation,noun,B2
generalise,verb,B2
generalization,noun,B2
generalize,verb,B2
generally,adverb,B1
generate,verb,B1
generation,noun,A2
generosity,noun,B2
generous,adjective,B1
generously,adverb,B2
genetic,adjective,B1
genetically,adverb,B1
genetics,noun,B1
genius,noun,B2
genre,noun,B2
gentle,adjective,A2
gentleman,noun,B1
gently,adverb,B2
genuine,adjective,B2
genuinely,adverb,B2
geographic,adjective,B2
geographical,adjective,B1
geography,noun,B1
geology,noun,B1
germ,noun,B2
gesture,noun,B1
get,verb,A1
getaway,noun,B2
ghetto,noun,B2
ghost,noun,A1
giant,adjective,B1
gift,noun,A1
gifted,adjective,B1
giggle,noun,B1
ginger,noun,B1
giraffe,noun,B1
girl,noun,A1
girlfriend,noun,A1
give,verb,A1
giveaway,noun,B2
given,adjective,A2
glacis,noun,B2
glad,adjective,A1
glamorous,adjective,B2
glamourous,adjective,B2
glance,noun,B1
glance,verb,B1
glare,noun,B2
glass,noun,A1
glasses,noun,A1
gleam,noun,B2
glee,noun,B2
glide,noun,B1
glimpse,noun,B1
glint,noun,B1
global,adjective,B1
global warming,noun,B2
globally,adverb,B2
globe,noun,A2
glocal,adjective,B2
gloomy,adjective,B2
glorify,verb,B2
glorious,adjective,B1
glory,noun,B1
glove,noun,A2
glow,noun,B2
go,noun,B1
go,verb,A1
goal,noun,A1
goalkeeper,noun,B1
goat,noun,B2
god,noun,B2
goddess,noun,B1
godly,adjective,B2
gold,adjective,A1
gold,noun,A2
golden,adjective,A2
golf,noun,A2
golfer,noun,B1
good,adjective,A1
good,noun,B2
good afternoon,interjection,A1
good morning,interjection,A1
good night,interjection,A1
good-looking,adjective,A2
goodness,interjection,B1
goods,noun,B1
goodwill,noun,B2
gook,noun,B2
gorge,noun,B2
gorgeous,adjective,B1
gorilla,noun,B1
gossip,noun,B1
gossip,verb,B2
govern,verb,B1
government,noun,A2
governmental,adjective,B2
governor,noun,B1
gown,noun,B1
grab,verb,B1
grace,noun,A2
graceful,adjective,B1
gracefulness,noun,B2
grade,noun,A1
grade,verb,B2
gradual,adjective,B2
gradually,adverb,A2
graduate,noun,B1
graduate,verb,A2
graduation,noun,B1
grain,noun,B2
gram,noun,A2
grammar,noun,A1
gramme,noun,A2
grand,adjective,B2
grandchild,noun,A2
granddad,noun,A2
granddaughter,noun,A2
grandfather,noun,A1
grandma,noun,A1
grandmother,noun,A1
grandpa,noun,A1
grandparent,noun,A1
grandson,noun,A2
granny,noun,A2
grant,noun,B1
grant,verb,B1
grape,noun,A1
graph,noun,B1
graphic,adjective,B1
graphically,adverb,B2
graphics,noun,B1
grasp,noun,B2
grass,noun,A1
grateful,adjective,A2
gratitude,noun,B1
grave,noun,B1
gravestone,noun,B2
gravitation,noun,B2
gravy,noun,B1
gray,adjective,A1
gray,noun,A1
great,adjective,A1
greatly,adverb,A2
greatness,noun,B2
greedy,adjective,A2
green,adjective,A1
green,noun,A2
greenhouse,noun,B1
greet,verb,A1
greeting,noun,B1
grey,adjective,A1
grey,noun,A1
grief,noun,B2
grieve,verb,B2
grill,noun,B1
grill,verb,B1
grilled,adjective,A2
grim,adjective,B2
grin,noun,B2
grip,noun,B2
grip,verb,B2
grocery store,noun,A2
groom,noun,B1
gross,adjective,B2
ground,noun,A1
ground floor,noun,B1
group,noun,A1
group,verb,B1
grouping,noun,B1
grow,verb,A1
growing,adjective,B2
grown-up,adjective,B2
grown-up,noun,B2
growth,noun,B1
guarantee,noun,B1
guarantee,verb,B2
guard,noun,A2
guard,verb,B2
guerrilla,noun,B2
guess,noun,B1
guess,verb,A1
guest,noun,A1
guidance,noun,B1
guide,noun,B1
guide,verb,B1
guidebook,noun,A2
guideline,noun,B2
guilt,noun,B1
guilty,adjective,B1
guitar,noun,A1
guitarist,noun,B1
gulp,noun,B2
gum,noun,B2
gun,noun,A2
gunshot,noun,B2
guts,noun,B2
guy,noun,A1
gym,noun,B1
gymnastic,adjective,B2
gymnastics,noun,B1
habit,noun,A1
habitant,noun,B2
habitat,noun,B1
had,have-verb,A1
hail,verb,B2
hair,noun,A1
haircut,noun,A1
hairdresser,noun,B1
hairdryer,noun,B1
hairy,adjective,B2
half,adverb,B1
half,determiner,A2
half,noun,A1
half,pronoun,A2
half-price,adjective,A2
half-price,adverb,A2
hall,noun,A1
ham,noun,A2
hamburger,noun,A1
hammer,noun,B1
hammer,verb,B2
hand,noun,A1
hand,verb,A2
handbag,noun,A2
handball,noun,B1
hand-held,adjective,B1
handicap,noun,B2
handicapped,adjective,A2
handicraft,noun,B2
handkerchief,noun,B1
handle,noun,A2
handle,verb,B1
handout,noun,B2
handrail,noun,B2
handshake,noun,B1
handsome,adjective,A1
handwriting,noun,B1
handy,adjective,B1
hang,noun,B2
hang,verb,B1
hanging,adjective,B1
happen,verb,A1
happily,adverb,A2
happiness,noun,A2
happy,adjective,A1
harbor,noun,B1
harbour,noun,B1
hard,adjective,A1
hard,adverb,A1
hard drive,noun,B2
hardly,adverb,A2
hardship,noun,B1
hardware,noun,B2
hard-working,adjective,B1
harm,noun,B2
harm,verb,A2
harmful,adjective,A2
harmless,adjective,B2
harmony,noun,A2
harness,noun,B1
harrow,noun,B2
harvest,noun,A2
has,have-verb,A1
haste,noun,B2
hastily,adverb,B2
hasty,adjective,B1
hat,noun,A1
hatch,noun,B1
hatching,noun,B2
hate,noun,B1
hate,verb,A2
hatred,noun,B1
haunt,noun,B1
haunt,verb,B2
haunting,adjective,B2
have,have-verb,A1
have to,modal auxiliary,A1
haven,noun,B1
having,have-verb,A1
hay,noun,B2
hazard,noun,B1
hazardous,adjective,B2
he,pronoun,A1
head,noun,A1
head,verb,A2
headache,noun,A1
headline,noun,B1
headphone,noun,A2
headquarters,noun,B2
headteacher,noun,A2
heal,verb,B1
healing,adjective,B1
health,noun,A1
health care,noun,B2
healthy,adjective,A1
heap,noun,B2
heap,verb,B2
hear,verb,A1
hearing,noun,B1
heart,noun,A1
heart attack,noun,B1
heartbreaking,adjective,B2
hearted,adjective,B1
heartwarming,adjective,B2
heart-warming,adjective,B2
hearty,adjective,B1
heat,noun,A2
heat,verb,B1
heater,noun,B1
heating,noun,A2
heaven,noun,B1
heavenly,adjective,B1
heavily,adverb,A2
heavy,adjective,A1
hedge,noun,B2
heel,noun,B1
height,noun,B1
helicopter,noun,B2
hell,noun,B2
hello,noun,A1
helmet,noun,B1
help,noun,A2
help,verb,A1
helper,noun,B2
helpful,adjective,A2
helpless,adjective,B1
hemp,noun,B2
her,determiner,A1
her,pronoun,A1
herb,noun,B2
herd,noun,B1
here,adverb,A1
heritage,noun,B2
hero,noun,A2
hers,pronoun,A1
herself,pronoun,A2
hesitate,verb,B1
hesitation,noun,B2
hey,interjection,A2
hi,interjection,A1
hidden,adjective,B1
hide,verb,A1
high,adjective,A1
high,adverb,A2
high school,noun,A2
highlight,noun,B2
highlight,verb,B1
highly,adverb,B1
high-tech,adjective,B2
highway,noun,A2
hijack,noun,B2
hijack,verb,B2
hike,noun,A2
hiking,noun,A2
hilarious,adjective,B2
hill,noun,A1
him,pronoun,A1
himself,pronoun,A2
hint,noun,B2
hip,noun,B1
hip hop,noun,A2
hiphop,noun,A2
hip-hop,noun,A2
hire,verb,B1
his,determiner,A1
his,pronoun,A1
historian,noun,B1
historic,adjective,B1
historical,adjective,B1
history,noun,A1
hit,noun,B1
hit,verb,A2
hi-tech,adjective,B2
HIV,noun,B1
hobby,noun,A1
hockey,noun,A2
hold,noun,A1
hold,verb,A2
holder,noun,B2
hole,noun,A1
holiday,noun,A1
hollow,adjective,B2
holocaust,noun,B2
holy,adjective,B1
home,adverb,A2
home,noun,A1
homeless,adjective,B1
hometown,noun,A1
homeward,adjective,B2
homework,noun,A1
hone,noun,B2
honest,adjective,B1
honestly,adverb,B1
honesty,noun,B1
honey,noun,A2
honeymoon,noun,B1
honor,noun,A2
honor,verb,B2
honorable,adjective,B2
honour,noun,A2
honour,verb,B2
honourable,adjective,B2
hood,noun,B2
hook,noun,B2
hook,verb,B2
hop,noun,B1
hope,noun,A1
hope,verb,B1
hopeful,adjective,B1
hopefully,adverb,B1
hopeless,adjective,B1
horizon,noun,B1
horn,noun,B1
horrible,adjective,B1
horrify,verb,B1
horror,noun,A2
horse,noun,A1
hospice,noun,B2
hospitable,adjective,B2
hospital,noun,A1
hospitalise,verb,B2
hospitality,noun,B2
hospitalize,verb,B2
host,noun,A2
hostel,noun,B1
hot,adjective,A1
hotel,noun,A1
hour,noun,A1
hourly,adjective,B2
house,noun,A1
household,noun,B1
housekeeper,noun,B2
housemaster,noun,B2
housewife,noun,B2
housework,noun,B1
hover,verb,B2
how,adverb,A1
however,adverb,A2
hug,noun,B2
hug,verb,A2
huge,adjective,B1
hugely,adverb,B2
human,adjective,A2
human,noun,B1
human rights,noun,B2
humane,adjective,B2
humanise,verb,B2
humanist,noun,B2
humanity,noun,B1
humanize,verb,B2
humble,adjective,B2
humbug,noun,B2
humid,adjective,B1
humiliate,verb,B2
humiliating,adjective,B2
humiliation,noun,B2
humor,noun,B1
humorous,adjective,B1
humour,noun,B1
hundred,number,A2
hunger,noun,B1
hungry,adjective,A1
hunt,noun,B1
hunt,verb,B1
hunter,noun,A2
hunting,noun,B2
hurriedly,adverb,B1
hurry,noun,A1
hurry,verb,A2
hurt,adjective,B1
hurt,verb,A1
husband,noun,A1
hush,verb,B2
hut,noun,B1
hybrid,adjective,B2
hygiene,noun,B2
hyperbole,noun,B2
hyphen,noun,B2
I,pronoun,A1
ice,noun,A1
ice cream,noun,A1
ice hockey,noun,B1
ice skating,noun,B1
iceman,noun,B2
icon,noun,B2
icy,adjective,B2
ID,noun,A2
ID card,noun,A2
idea,noun,A1
ideal,adjective,A1
ideally,adverb,B2
identical,adjective,B2
identification,noun,B2
identify,verb,B2
identity,noun,B1
identity card,noun,B1
ideology,noun,B2
idiom,noun,B1
idiot,noun,B2
idle,adjective,B2
idol,noun,B1
idolise,verb,B2
idolize,verb,B2
if,conjunction,A1
ignorance,noun,B2
ignorant,adjective,B2
ignore,verb,B1
ill,adjective,A2
illegal,adjective,A2
illegally,adverb,B1
illness,noun,B1
illuminate,verb,B1
illustrate,verb,B2
illustration,noun,B2
image,noun,A2
imagery,noun,B2
imaginary,adjective,B1
imagination,noun,A2
imagine,verb,A1
imitate,verb,B1
imitation,noun,B2
immediate,adjective,B1
immediately,adverb,B1
immerse,verb,B2
immigrant,noun,B2
immigrate,verb,B1
immigration,noun,B1
immoral,adjective,B2
immortal,adjective,B2
immortality,noun,B2
impact,noun,A2
impair,verb,B1
impartial,adjective,B2
impatient,adjective,A2
impatiently,adverb,B2
imperative,noun,B2
impermanent,adjective,B2
implement,noun,B2
implement,verb,B2
implication,noun,B2
imply,verb,B2
impolite,adjective,B2
impolitely,adverb,B2
import,verb,B2
importance,noun,A2
important,adjective,A1
importantly,adverb,A2
impose,verb,B2
impossibility,noun,B2
impossible,adjective,A2
impractical,adjective,B2
impress,verb,A2
impressed,adjective,B2
impression,noun,B1
impressionism,noun,B2
impressionist,noun,B2
impressive,adjective,B1
imprison,verb,B2
imprisonment,noun,B2
improbable,adjective,B2
improper,adjective,B1
improperly,adverb,B2
improve,verb,A2
improved,adjective,B2
improvement,noun,B1
impulse,noun,B2
impulsive,adjective,B2
in,adverb,A2
in,preposition,A1
inaccurate,adjective,B2
inadequate,adjective,B2
inanimate,adjective,B2
inborn,adjective,B2
incense,noun,B2
incentive,noun,B2
inch,noun,A2
inch,verb,B2
incident,noun,B1
include,verb,A2
including,preposition,B1
income,noun,B1
inconvenient,adjective,B1
incorrect,adjective,B1
increase,noun,B1
increase,verb,A2
increasingly,adverb,B1
incredible,adjective,B1
incredibly,adverb,B1
incur,verb,B2
incurable,adjective,B2
indebted,adjective,B2
indeed,adverb,A2
indefinite article,noun,B1
indent,verb,B2
independence,noun,A2
independent,adjective,B1
independently,adverb,B2
indescribable,adjective,B2
index,noun,B2
indicate,verb,A2
indifferent,adjective,B2
indignity,noun,B2
indirect,adjective,B1
indirectly,adverb,B1
indispensable,adjective,B2
individual,adjective,B1
individual,noun,B2
indoor,adjective,A2
indoors,adverb,B1
indulge,verb,B2
indulgent,adjective,B2
industrial,adjective,B1
industrialise,verb,B2
industrialize,verb,B2
industry,noun,B1
ineffective,adjective,B2
inert,adjective,B2
inevitable,adjective,B1
inexpensive,adjective,A2
inexperienced,adjective,B2
infant,noun,B2
infect,verb,B2
infected,adjective,B2
infection,noun,B1
infectious,adjective,B2
infer,verb,B2
inference,noun,B2
infinitive,noun,B1
inflammation,noun,B2
inflammatory,adjective,B2
inflate,verb,B2
inflation,noun,B2
influence,noun,A2
influence,verb,B2
influential,adjective,B2
influenza,noun,B2
inform,verb,B1
informal,adjective,B2
information,noun,A1
informative,adjective,B1
infringe,verb,B2
infringement,noun,B2
ingredient,noun,B1
inhabit,verb,B2
inhabitant,noun,B1
inhale,verb,B1
inherit,verb,B2
initial,adjective,B2
initial,noun,B1
initially,adverb,B1
initiative,noun,B2
inject,verb,B1
injection,noun,B2
injure,verb,A2
injured,adjective,B2
injury,noun,B1
ink,noun,B1
innate,adjective,B2
inner,adjective,A2
innermost,adjective,B1
innocent,adjective,B1
innocently,adverb,B2
innovation,noun,B2
innovative,adjective,B2
innovator,noun,B1
input,noun,B2
inquire,verb,B2
inquiry,noun,B1
insane,adjective,B1
inscribe,verb,B1
inscription,noun,B1
insect,noun,A2
inseparable,adjective,B2
inside,adjective,B2
inside,adverb,A2
inside,noun,B2
inside,preposition,A1
insight,noun,B1
insist,verb,B1
inspect,verb,B2
inspection,noun,B1
inspector,noun,B2
inspiration,noun,A2
inspirational,adjective,B2
inspire,verb,B1
instal,verb,B1
install,verb,B1
instance,noun,B1
instant,adjective,A2
instantly,adverb,B2
instead,adverb,A2
instead of,preposition,B1
instil,verb,B2
instill,verb,B2
instinct,noun,B2
institute,noun,B1
institution,noun,B2
instruct,verb,B2
instruction,noun,B1
instructor,noun,B1
instrument,noun,A2
insufficient,adjective,B2
insult,noun,B2
insult,verb,B2
insurance,noun,B1
integrate,verb,B2
intellectual,adjective,B2
intellectual,noun,B2
intelligence,noun,A2
intelligent,adjective,A2
intend,verb,B1
intense,adjective,B1
intensive,adjective,B1
intent,adjective,B2
intention,noun,B1
intentionally,adverb,B1
interact,verb,B1
interaction,noun,B1
interactive,adjective,B2
interest,noun,A2
interest,verb,B1
interested,adjective,A1
interesting,adjective,A1
interfere,verb,B2
interior,noun,B2
intermediate,adjective,B1
intermission,noun,B1
internal,adjective,B1
international,adjective,A2
internationally,adverb,B1
Internet,noun,A1
internet,noun,A1
interpersonal,adjective,B2
interpret,verb,B2
interpretation,noun,B2
interpreter,noun,B2
interrupt,verb,B1
interruption,noun,B2
intersection,noun,B2
interval,noun,B1
interview,noun,A1
interview,verb,B1
interviewee,noun,B1
interviewer,noun,A1
intimate,adjective,B2
into,preposition,A1
intransitive,adjective,B2
intravenous,adjective,B2
introduce,verb,A1
introduction,noun,B1
intrude,verb,B2
intruder,noun,B2
intrusion,noun,B2
invade,verb,A2
invariable,adjective,B2
invariably,adverb,B2
invasion,noun,B1
invent,verb,A2
invention,noun,A2
inventor,noun,B2
inverted commas,noun,B2
invest,verb,B1
investigate,verb,B2
investigation,noun,B1
investigator,noun,B2
investment,noun,B2
investor,noun,B2
invisible,adjective,B2
invitation,noun,B1
invite,verb,A2
invitingly,adverb,B2
invoke,verb,B2
involuntarily,adverb,B1
involve,verb,B1
involved,adjective,B1
involvement,noun,B2
iron,noun,B1
iron,verb,B1
ironically,adverb,B2
ironing,noun,B1
irrational,adjective,B2
irregular,adjective,B1
irresistible,adjective,B2
irresistibly,adverb,B2
irresponsible,adjective,B2
irritate,verb,B1
irritated,adjective,B2
irritating,adjective,B2
irritation,noun,B2
is,be-verb,A1
island,noun,A1
islander,noun,B2
isle,noun,B1
isolation,noun,B1
issue,noun,A2
issue,verb,B2
IT,noun,A2
it,pronoun,A1
italicise,verb,B2
italicize,verb,B2
itch,verb,B2
item,noun,A1
its,determiner,A1
its,pronoun,A1
itself,pronoun,A2
ivory,noun,B1
jacket,noun,A1
jade,noun,B1
jail,noun,B1
jam,noun,A2
jam,verb,B2
January,noun,A1
jar,noun,B1
jaw,noun,B2
jazz,noun,B1
jealous,adjective,B1
jealously,adverb,B2
jeans,noun,A1
jelly,noun,A2
jeopardise,verb,B2
jeopardize,verb,B2
jet,noun,A1
jewel,noun,B1
jeweler,noun,B2
jeweller,noun,B2
jewellery,noun,A1
jewelry,noun,A1
job,noun,A1
jog,noun,B2
jog,verb,B1
jogging,noun,B1
join,verb,A1
joint,adjective,B1
joint,noun,B2
joke,noun,A2
joke,verb,B1
journal,noun,B1
journalism,noun,B2
journalist,noun,B1
journey,noun,A2
joy,noun,A2
judge,noun,B1
judge,verb,A1
judgement,noun,B1
judgment,noun,B1
judo,noun,B2
jug,noun,B1
juice,noun,A1
juicy,adjective,B1
July,noun,A1
jump,noun,B2
jump,verb,A1
jumper,noun,B1
June,noun,A1
jungle,noun,B1
junior,adjective,A2
junk,noun,A2
junk food,noun,B2
juror,noun,B2
jury,noun,B2
just,adverb,A1
justice,noun,B1
justify,verb,B2
kangaroo,noun,B2
karaoke,noun,B2
keen,adjective,B2
keep,verb,A1
keeper,noun,B2
kerosene,noun,B2
kettle,noun,B1
key,adjective,A1
key,noun,A1
keyboard,noun,B1
keystroke,noun,B2
kick,noun,A1
kick,verb,A1
kid,noun,A1
kid,verb,B1
kill,verb,A1
killer,noun,A2
killing,noun,B1
kilo,noun,A2
kilogram,noun,A2
kilogramme,noun,A2
kilometer,noun,A2
kilometre,noun,A2
kind,adjective,A2
kind,noun,A1
kindly,adjective,A2
kindly,adverb,B1
kindness,noun,B1
king,noun,A1
kingdom,noun,A2
kiss,noun,A1
kiss,verb,B1
kit,noun,A2
kitchen,noun,A1
kite,noun,A1
kitten,noun,B1
knee,noun,A1
kneel,verb,B2
knife,noun,A1
knit,verb,B1
knock,noun,A2
knock,verb,B1
knot,noun,B2
know,verb,A1
knowingly,adverb,B2
knowledge,noun,A2
known,adjective,B2
lab,noun,B1
label,noun,B2
labor,noun,A2
laboratory,noun,B1
laborer,noun,B2
labour,noun,A2
labourer,noun,B2
lack,noun,A2
lack,verb,B2
ladder,noun,B1
lady,noun,A1
lake,noun,A2
lamb,noun,B1
lame,adjective,B2
lamp,noun,A2
lance,noun,B2
land,noun,B1
land,verb,A2
landing,noun,B2
landlady,noun,B2
landlord,noun,B1
landscape,noun,A2
landslide,noun,B2
lane,noun,A2
language,noun,A1
lap,noun,B2
laptop,noun,B2
large,adjective,A1
largely,adverb,B1
lark,noun,B2
laser,noun,B2
last,adverb,B1
last,determiner,A2
last,pronoun,A2
last,verb,B1
last minute,noun,B2
last name,noun,A1
lasting,adjective,B1
lastly,adverb,B2
last-minute,adjective,B2
late,adjective,A1
late,adverb,A1
latecomer,noun,B1
lately,adverb,B1
later,adjective,B2
later,adverb,A1
latest,adjective,A2
latter,adjective,B2
latter,adverb,A2
latter,pronoun,A2
laugh,noun,B1
laugh,verb,A1
laughter,noun,B1
launch,verb,B1
laundry,noun,B2
lava,noun,B2
law,noun,A2
lawful,adjective,B1
lawmaker,noun,B2
lawn,noun,B2
lawsuit,noun,B2
lawyer,noun,A2
lay,verb,B1
layabout,noun,B2
layer,noun,B1
laziness,noun,A2
lazy,adjective,A1
lead,adjective,B1
lead,noun,A2
lead,verb,B1
leader,noun,A1
leadership,noun,B1
leading,adjective,B1
leaf,noun,A1
leaflet,noun,B2
league,noun,B1
leak,noun,B2
leak,verb,B2
lean,adjective,B1
lean,verb,B2
leap,noun,B2
leap,verb,B1
learn,verb,A1
learner,noun,A2
learning,noun,B2
lease,noun,B2
leash,noun,B2
least,adverb,B1
least,determiner,A2
least,pronoun,B2
leather,noun,A2
leave,noun,B1
leave,verb,A1
lecture,noun,B1
lecturer,noun,B2
leek,noun,B2
left,adjective,A1
left,adverb,A2
left,noun,A2
left-hand,adjective,A2
leg,noun,A1
legal,adjective,B1
legally,adverb,B1
legend,noun,B2
legendary,adjective,B2
legislate,verb,B2
legislation,noun,B2
legislative,adjective,B2
legislator,noun,B2
legislature,noun,B2
legitimate,adjective,B2
leisure,noun,A2
leisurely,adverb,B2
lemon,noun,A2
lemonade,noun,A2
lend,verb,A2
length,noun,B1
lengthen,verb,B2
lengthy,adjective,B2
leopard,noun,B2
less,adverb,A2
less,determiner,A2
less,pronoun,A2
lessen,verb,B1
lesson,noun,A1
lest,conjunction,B2
let,verb,A1
letter,noun,A1
lettuce,noun,B1
level,adjective,B1
level,noun,A2
level,verb,B2
liar,noun,B1
liberal,adjective,B2
liberate,verb,B1
liberation,noun,B1
liberty,noun,A2
librarian,noun,B1
library,noun,A1
licence,verb,A2
license,verb,A2
lick,verb,B2
lid,noun,B2
lie,noun,B1
lie,verb,A2
life,noun,A1
lifeguard,noun,B1
lifeless,adjective,B2
lifelong,adjective,B1
lifestyle,noun,A2
lifetime,noun,B2
lift,noun,B1
lift,verb,B1
light,adjective,A1
light,noun,A1
light,verb,B1
lighten,verb,B2
lighter,noun,B1
lighting,noun,B2
lightly,adverb,B1
lightning,noun,B1
like,conjunction,B1
like,preposition,A1
like,verb,A1
likely,adjective,A2
likeness,noun,B1
likewise,adverb,B2
lily,noun,A1
limb,noun,B2
limit,noun,B1
limit,verb,B1
limitation,noun,B1
limited,adjective,B1
limp,verb,B1
line,noun,A1
line,verb,B2
linen,noun,B2
liner,noun,B2
ling,noun,B2
linger,verb,B2
link,noun,B1
link,verb,B1
lion,noun,A1
lip,noun,A2
liquid,adjective,B1
liquid,noun,B1
list,noun,A1
list,verb,B2
listen,verb,A1
listener,noun,B2
liter,noun,A2
literal,adjective,B2
literally,adverb,B2
literary,adjective,B1
literature,noun,B1
litre,noun,A2
litter,noun,B2
little,adjective,A1
little,adverb,A1
little,determiner,B1
little,pronoun,B1
live,adjective,B1
live,verb,A1
lively,adjective,A2
liver,noun,B1
living,adjective,A1
living,noun,B2
living room,noun,A1
load,noun,A2
load,verb,B2
loaf,noun,B1
loan,noun,B2
lobby,noun,B2
local,adjective,A2
locate,verb,B1
location,noun,B1
lock,noun,A2
lock,verb,B1
lodge,noun,B1
log,noun,B1
logic,noun,B1
logical,adjective,A2
logo,noun,B1
loneliness,noun,B2
lonely,adjective,A1
long,adjective,A1
long,adverb,A2
long-distance,adjective,B2
long-term,adjective,B2
look,noun,A1
look,verb,A1
loose,adjective,A2
loosely,adverb,B2
lorry,noun,B1
lose,verb,A2
loss,noun,B1
lost,adjective,A2
lot,adverb,A1
lot,noun,A2
lot,pronoun,A1
lottery,noun,B1
loud,adjective,B1
loud,adverb,B1
loudly,adverb,A2
loudspeaker,noun,B1
lousy,adjective,B2
love,noun,A1
love,verb,A1
lovely,adjective,A1
lover,noun,A2
lovingly,adverb,B1
low,adjective,A2
low,adverb,A2
lower,verb,B2
lowland,noun,B2
loyal,adjective,B1
loyalty,noun,B1
luck,noun,A1
luckily,adverb,A2
lucky,adjective,A1
lucrative,adjective,B2
luggage,noun,B1
lunch,noun,A1
lunchtime,noun,A2
lung,noun,B1
lush,adjective,B2
luxurious,adjective,B2
luxury,adjective,B2
luxury,noun,B1
lyric,adjective,A2
lyrics,noun,B2
'm,be-verb,A1
machine,noun,A1
mad,adjective,A2
madam,noun,B2
madame,noun,B2
madness,noun,B2
maestro,noun,B2
magazine,noun,A1
magic,adjective,A2
magic,noun,A2
magical,adjective,B1
magician,noun,B1
magnificent,adjective,B1
magnify,verb,B2
mail,noun,A1
mail,verb,B1
mailbox,noun,B1
main,adjective,B1
main course,noun,A2
mainly,adverb,A2
maintain,verb,B1
maintenance,noun,B1
major,adjective,A2
major,noun,B2
majority,noun,B1
make,noun,B2
make,verb,A1
maker,noun,A2
make-up,noun,A2
malady,noun,B2
malaria,noun,B2
male,adjective,B1
male,noun,A2
mall,noun,A2
mama,noun,B2
mamma,noun,B2
man,noun,A1
manage,verb,A2
management,noun,B1
manager,noun,A2
mango,noun,B2
manipulate,verb,B2
mankind,noun,B1
manner,noun,A2
mansion,noun,B2
manual,adjective,B2
manual,noun,B2
manufacture,noun,B2
manufacture,verb,B2
manufacturer,noun,B2
manufacturing,noun,B2
many,determiner,A1
many,pronoun,A1
map,noun,A1
maple,noun,B1
marathon,noun,B2
marble,noun,B1
March,noun,A1
march,noun,B1
march,verb,B1
margin,noun,B2
marine,adjective,B1
mark,noun,A2
mark,verb,A2
marked,adjective,B1
market,noun,A2
market,verb,B1
marketing,noun,B2
marriage,noun,B1
married,adjective,A2
marry,verb,A2
martial art,noun,B2
marvellous,adjective,A2
marvelous,adjective,A2
mash,verb,B1
mask,noun,B2
mass,adjective,B1
mass,noun,B2
massacre,noun,B2
massage,noun,B2
masseur,noun,B2
massive,adjective,B1
master,noun,B2
masterpiece,noun,B2
mastery,noun,B2
match,noun,A1
match,verb,B1
mate,noun,B2
material,noun,A2
math,noun,A1
mathematical,adjective,B2
mathematician,noun,B1
mathematics,noun,B1
maths,noun,A1
matter,noun,A1
matter,verb,A2
mature,adjective,B2
mausoleum,noun,B2
max,noun,A2
maximum,adjective,B1
maximum,noun,B1
may,modal auxiliary,A1
